Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Species Delimitation's Coming of Age,"Flot, Jean-Francois",,,,SYSTEMATIC BIOLOGY,NOV 2015,2015,64,6,,,,897,899,,10.1093/sysbio/syv071,,,49,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,17,3,7,4,5,0
Taxon-Rich Phylogenomic Analyses Resolve the Eukaryotic Tree of Life and Reveal the Power of Subsampling by Sites,"Katz, Laura A.; Grant, Jessica R.",,,,SYSTEMATIC BIOLOGY,MAY 2015,2015,64,3,,,,406,415,,10.1093/sysbio/syu126,,,49,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,13,4,1,5,5,1
Phenotypic and Genetic Structure Support Gene Flow Generating Gene Tree Discordances in an Amazonian Floodplain Endemic Species,"Thom, Gregory; Do Amaral, Fabio Raposo; Hickerson, Michael J.; Aleixo, Alexandre; Araujo-Silva, Lucas E.; Ribas, Camila C.; Choueri, Erik; Miyaki, Cristina Y.",,,,SYSTEMATIC BIOLOGY,JUL 2018,2018,67,4,,,,700,718,,10.1093/sysbio/syy004,,,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,7,17,9,5
"Testing the Relationships between Diversification, Species Richness, and Trait Evolution","Kozak, Kenneth H.; Wiens, John J.",,,,SYSTEMATIC BIOLOGY,NOV 2016,2016,65,6,,,,975,988,,10.1093/sysbio/syw029,,,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,10,6,5,7,6,5
Characterizing and Comparing Phylogenies from their Laplacian Spectrum,"Lewitus, Eric; Morlon, Helene",,,,SYSTEMATIC BIOLOGY,MAY 2016,2016,65,3,,,,495,507,,10.1093/sysbio/syv116,,,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,5,5,10,8,4
Supertrees Based on the Subtree Prune-and-Regraft Distance,"Whidden, Christopher; Zeh, Norbert; Beiko, Robert G.",,,,SYSTEMATIC BIOLOGY,JUL 2014,2014,63,4,,,,566,581,,10.1093/sysbio/syu023,,,48,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,8,7,5,3,4,4,1
Anomalous Unrooted Gene Trees,"Degnan, James H.",,,,SYSTEMATIC BIOLOGY,JUL 2013,2013,62,4,,,,574,590,,10.1093/sysbio/syt023,,,48,4.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,8,2,5,5,5,3,7,1
Phylogenomics from Whole Genome Sequences Using aTRAM,"Allen, Julie M.; Boyd, Bret; Nam-Phuong Nguyen; Vachaspati, Pranjal; Warnow, Tandy; Huang, Daisie I.; Grady, Patrick G. S.; Bell, Kayce C.; Cronk, Quentin C. B.; Mugisha, Lawrence; Pittendrigh, Barry R.; Soledad Leonardi, M.; Reed, David L.; Johnson, Kevin P.",,,,SYSTEMATIC BIOLOGY,SEP 2017,2017,66,5,,,,786,798,,10.1093/sysbio/syw105,,,47,6.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,7,7,9,7,5
A Rich Fossil Record Yields Calibrated Phylogeny for Acanthaceae (Lamiales) and Evidence for Marked Biases in Timing and Directionality of Intercontinental Disjunctions,"Tripp, Erin A.; McDade, Lucinda A.",,,,SYSTEMATIC BIOLOGY,SEP 2014,2014,63,5,,,,660,684,,10.1093/sysbio/syu029,,,47,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,6,7,3,3,5,3
Geometric Morphometric Character Suites as Phylogenetic Data: Extracting Phylogenetic Signal from Gastropod Shells,"Smith, Ursula E.; Hendricks, Jonathan R.",,,,SYSTEMATIC BIOLOGY,MAY 2013,2013,62,3,,,,366,385,,10.1093/sysbio/syt002,,,47,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,7,6,6,4,4,5,2
PoMo: An Allele Frequency-Based Approach for Species Tree Estimation,"De Maio, Nicola; Schrempf, Dominik; Kosiol, Carolin",,,,SYSTEMATIC BIOLOGY,NOV 2015,2015,64,6,,,,1018,1031,,10.1093/sysbio/syv048,,,46,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,9,3,6,9,3
"Species Selection Favors Dispersive Life Histories in Sea Slugs, but Higher Per-Offspring Investment Drives Shifts to Short-Lived Larvae","Krug, Patrick J.; Vendetti, Jann E.; Ellingson, Ryan A.; Trowbridge, Cynthia D.; Hirano, Yayoi M.; Trathen, Danielle Y.; Rodriguez, Albert K.; Swennen, Cornelis; Wilson, Nerida G.; Valdes, Angel A.",,,,SYSTEMATIC BIOLOGY,NOV 2015,2015,64,6,,,,983,999,,10.1093/sysbio/syv046,,,46,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,7,8,8,5,5
Age-Dependent Speciation Can Explain the Shape of Empirical Phylogenies,"Hagen, Oskar; Hartmann, Klaas; Steel, Mike; Stadler, Tanja",,,,SYSTEMATIC BIOLOGY,MAY 2015,2015,64,3,,,,432,440,,10.1093/sysbio/syv001,,,46,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,6,2,7,4,8,1
Inferring Heterogeneous Evolutionary Processes Through Time: from Sequence Substitution to Phylogeography,"Bielejec, Filip; Lemey, Philippe; Baele, Guy; Rambaut, Andrew; Suchard, Marc A.",,,,SYSTEMATIC BIOLOGY,JUL 2014,2014,63,4,,,,493,504,,10.1093/sysbio/syu015,,,46,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,6,6,6,4,4,6,3
"Phylogenomics, Origin, and Diversification of Anthozoans (Phylum Cnidaria)","McFadden, Catherine S.; Quattrini, Andrea M.; Brugler, Mercer R.; Cowman, Peter F.; Duenas, Luisa F.; Kitahara, Marcelo, V; Paz-Garcia, David A.; Reimer, James D.; Rodriguez, Estefania",,,,SYSTEMATIC BIOLOGY,JUL 2021,2021,70,4,,,,635,647,,10.1093/sysbio/syaa103,,,45,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,12
Phylogenetic ComparativeMethods on Phylogenetic Networks with Reticulations,"Bastide, Paul; Solis-Lemus, Claudia; Kriebel, Ricardo; Sparks, K. William; Ane, Cecile",,,,SYSTEMATIC BIOLOGY,SEP 2018,2018,67,5,,,,800,820,,10.1093/sysbio/syy033,,,45,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,15,4,8
Relaxed Phylogenetics and the Palaeoptera Problem: Resolving Deep Ancestral Splits in the Insect Phylogeny,"Thomas, Jessica A.; Trueman, John W. H.; Rambaut, Andrew; Welch, John J.",,,,SYSTEMATIC BIOLOGY,MAR 2013,2013,62,2,,,,285,297,,10.1093/sysbio/sys093,,,45,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,8,2,3,7,5,8,1,2
Estimating Diversification Rates on Incompletely Sampled Phylogenies: Theoretical Concerns and Practical Solutions,"Chang, Jonathan; Rabosky, Daniel L.; Alfaro, Michael E.",,,,SYSTEMATIC BIOLOGY,MAY 2020,2020,69,3,,,,602,611,,10.1093/sysbio/syz081,,,44,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,20,11
Resolving Deep Nodes in an Ancient Radiation of Neotropical Fishes in the Presence of Conflicting Signals from Incomplete Lineage Sorting,"Alda, Fernando; Tagliacollo, Victor A.; Bernt, Maxwell J.; Waltz, Brandon T.; Ludt, William B.; Faircloth, Brant C.; Alfaro, Michael E.; Albert, James S.; Chakrabarty, Prosanta",,,,SYSTEMATIC BIOLOGY,JUL 2019,2019,68,4,,,,573,593,,10.1093/sysbio/syy085,,,44,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,14,12,8
Cladogenetic and Anagenetic Models of Chromosome Number Evolution: A Bayesian Model Averaging Approach,"Freyman, William A.; Hohna, Sebastian",,,,SYSTEMATIC BIOLOGY,MAR 2018,2018,67,2,,,,195,215,,10.1093/sysbio/syx065,,,44,7.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,9,12,6,9
Use of Continuous Traits Can Improve Morphological Phylogenetics,"Parins-Fukuchi, Caroline",,,,SYSTEMATIC BIOLOGY,MAR 2018,2018,67,2,,,,328,339,,10.1093/sysbio/syx072,,,44,7.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,8,9,8
Mixture Models of Nucleotide Sequence Evolution that Account for Heterogeneity in the Substitution Process Across Sites and Across Lineages,"Jayaswal, Vivek; Wong, Thomas K. F.; Robinson, John; Poladian, Leon; Jermiin, Lars S.",,,,SYSTEMATIC BIOLOGY,SEP 2014,2014,63,5,,,,726,742,,10.1093/sysbio/syu036,,,44,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,6,3,4,7,5,2,6
Sexual Dichromatism Drives Diversification within a Major Radiation of African Amphibians,"Portik, Daniel; Bell, Rayna; Blackburn, David; Bauer, Aaron; Barratt, Christopher; Branch, William; Burger, Marius; Channing, Alan; Colston, Timothy; Conradie, Werner; Dehling, J.; Drewes, Robert; Ernst, Raffael; Greenbaum, Eli; Gvozdik, Vaclav; Harvey, James; Hillers, Annika; Hirschfeld, Mareike; Jongsma, Gregory; Kielgast, Jos; Kouete, Marcel; Lawson, Lucinda; Leache, Adam; Loader, Simon; Loetters, Stefan; Van Der Meijden, Arie; Menegon, Michele; Mueller, Susanne; Nagy, Zoltan; Ofori-Boateng, Caleb; Ohler, Annemarie; Papenfuss, Theodore; Roessler, Daniela; Sinsch, Ulrich; Roedel, Mark-Oliver; Veith, Michael; Vindum, Jens; Zassi-Boulou, Ange-Ghislain; McGuire, Jimmy",,,,SYSTEMATIC BIOLOGY,NOV 2019,2019,68,6,,,,859,875,,10.1093/sysbio/syz023,,,43,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,14,14,6
"Phylogeny, Macroevolutionary Trends and Historical Biogeography of Sloths: Insights From a Bayesian Morphological Clock Analysis","Varela, Luciano; Tambusso, P. Sebastian; McDonald, H. Gregory; Farina, Richard A.",,,,SYSTEMATIC BIOLOGY,MAR 2019,2019,68,2,,,,204,218,,10.1093/sysbio/syy058,,,43,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,8,9
The Biogeography of Deep Time Phylogenetic Reticulation,"Burbrink, Frank T.; Gehara, Marcelo",,,,SYSTEMATIC BIOLOGY,SEP 2018,2018,67,5,,,,743,755,,10.1093/sysbio/syy019,,,43,7.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,14,11,2
PHRAPL: Phylogeographic Inference Using Approximate Likelihoods,"Jackson, Nathan D.; Morales, Ariadna E.; Carstens, Bryan C.; O'Meara, Brian C.",,,,SYSTEMATIC BIOLOGY,NOV 2017,2017,66,6,,,,1045,1053,,10.1093/sysbio/syx001,,,43,6.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,8,7,12,4,2
Among-Character Rate Variation Distributions in Phylogenetic Analysis of Discrete Morphological Characters,"Harrison, Luke B.; Larsson, Hans C. E.",,,,SYSTEMATIC BIOLOGY,MAR 2015,2015,64,2,,,,307,324,,10.1093/sysbio/syu098,,,43,4.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,3,9,4,6,8,3
Bayesian Species Delimitation Can Be Robust to Guide-Tree Inference Errors,"Zhang, Chi; Rannala, Bruce; Yang, Ziheng",,,,SYSTEMATIC BIOLOGY,NOV 2014,2014,63,6,,,,993,1004,,10.1093/sysbio/syu052,,,43,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,10,9,8,4,1,2,2,1
A Semantic Model for Species Description Applied to the Ensign Wasps (Hymenoptera: Evaniidae) of New Caledonia,"Balhoff, James P.; Miko, Istvan; Yoder, Matthew J.; Mullins, Patricia L.; Deans, Andrew R.",,,,SYSTEMATIC BIOLOGY,SEP 2013,2013,62,5,,,,639,659,,10.1093/sysbio/syt028,,,43,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,5,7,12,3,1,4,0,2
Phylogenetic Trees and Networks Can Serve as Powerful and Complementary Approaches for Analysis of Genomic Data,"Blair, Christopher; Ane, Cecile",,,,SYSTEMATIC BIOLOGY,MAY 2020,2020,69,3,,,,593,601,,10.1093/sysbio/syz056,,,42,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,11,8
Long-Branch Attraction in Species Tree Estimation: Inconsistency of Partitioned Likelihood and Topology-Based Summary Methods,"Roch, Sebastien; Nute, Michael; Warnow, Tandy",,,,SYSTEMATIC BIOLOGY,MAR 2019,2019,68,2,,,,281,297,,10.1093/sysbio/syy061,,,42,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,12,14,3
Dental Data Perform Relatively Poorly in Reconstructing Mammal Phylogenies: Morphological Partitions Evaluated with Molecular Benchmarks,"Sansom, Robert S.; Wills, Matthew Albion; Williams, Tamara",,,,SYSTEMATIC BIOLOGY,SEP 2017,2017,66,5,,,,813,822,,10.1093/sysbio/syw116,,,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,6,10,5,5
